"idVehicle","licensePlate"
109279,ESW66E
107154,ESX601
110581,ESX604
110910,ESX621
99694,ESX682
83827,ESX722
105487,ESX722
97932,ESX963
103588,ESX969
111570,ESY061
107185,ESY129
111464,ESY256
107198,ESY270
106675,ESY639
109804,ESY658
112519,ESY883
111743,ETD34D
109290,ETD84E
112064,ETM828
110038,ETM829
109332,ETM830
112134,ETM831
112131,ETM832
112361,ETM833
107148,ETM895
99497,ETT170
110789,ETT183
109196,EUK53
76047,EUT012
75041,EUT013
102200,EVO286
110025,EXC000
110029,EXC001
110939,EXU619
109140,EXU624
112068,EXU627
109923,EXV129
110832,EXV129
106130,EXV135
105286,EXV284
102262,EXV343
98019,EXV350
98884,EXV378
75840,EXV419
106351,EXX287
112018,EXX290
112434,EXX523
110725,EXX566
105170,EXX672
80928,EXX782
106353,EXX801
105465,EXX911
112296,EXZ026
110278,EXZ048
76547,EXZ083
99394,EXZ099
110479,EXZ144
110355,EXZ237
99181,EXZ270
109943,EXZ283
99343,EXZ350
99323,EXZ365
109229,EXZ472
97372,EXZ561
109188,EXZ596
112043,EXZ612
110016,EXZ613
112039,EXZ614
110373,EXZ615
112040,EXZ616
107194,EXZ617
110322,EXZ617
110153,EXZ618
99309,EXZ656
112379,EXZ672
109928,EXZ757
112050,EXZ884
82446,EYX081
99327,EYX117
99403,EYX246
110588,EYX314
109605,EYX373
111394,EYX404
87898,EYX572
99396,EYX861
111662,EYX925
99372,EYX938
81394,EYY020
109172,EYY040
110402,EYY142
102272,EYY175
102813,EYY177
111389,EYY200
111540,EYY287
110920,EYY504
109518,FBS15E
80431,FCF514
109941,FCH147
99211,FCI617
79326,FDP105
87492,FFF444
103192,FFF447
97837,FLG192
109192,FLR91C
109195,FMN75C
108980,FNL720
107046,FNL751
105168,FNL790
112209,FNL814
112055,FNL815
110086,FRR355
109612,FRR559
112780,FSQ597
106306,FSQ668
100240,FSQ729
103374,FSQ730
112411,FSQ764
110946,FSQ768
110374,FSQ821
99330,FST253
99156,FST270
110287,FST273
102785,FST605
99334,FST828
109384,FST852
109559,FST962
110414,FSU - 112
109573,FSU 557
110206,FSU0077
109488,FSU077
78871,FSU118
110589,FSU248
87926,FSU537
97073,FSV012
109597,FSV025
105516,FSV199
98412,FSV329
98065,FSV351
111383,FSV362
105316,FSV487
106246,FSV660
98380,FSV749
87651,FSV753
110060,FSV762
87956,FSV856
107106,FSV857
98819,FSV859
88789,FSV861
108074,FSV861
111819,FSV908
83729,FSV972
110283,FSW063
109401,FSW090
99154,FSW099
110000,FSW101
98273,FSW151
110419,FT56U
112784,FTH45
109579,FTO311
107028,FTS605
110860,FTS962
106443,FUD034
99198,FUD987
99031,FUJ639
106544,FUZ141
110486,FXS928
111443,FXY592
109887,G12 TINTURACION
109595,GAJ75E
109193,GCB66F
109611,GCR12F
99206,GDG906
109350,GDH17F
111859,GDW158
102158,GDW280
105811,GDW344
110489,GDW864
106482,GDX030
106485,GDX030
100236,GDX062
100230,GDX082
97848,GDX168
110050,GDX168
103496,GDX179
109426,GDX189
102847,GDX219
110135,GDX381
107062,GDX583
106405,GDX607
97737,GDX713
106255,GDX776
111850,GDX894
112481,GDX916
105739,GDX948
110705,GDY069
110756,GDY069
111676,GDY158
111692,GDY158
106884,GDY159
106890,GDY159
111508,GDY252
109898,GDY258
110861,GDY405
112158,GDY405
111630,GDY449
110490,GEN.
106874,GENERIC0
102892,GENERICA
111584,GENERICO
112863,GENERICO
112487,GES376
112153,GES383
112061,GES442
112303,GES514
99203,GES527
112401,GES670
81224,GES674
87871,GES806
108048,GES946
110601,GET075
108049,GET152
109940,GET154
87093,GET394
111324,GET699
89049,GET800
99238,GET811
99194,GET948
109456,GET976
110836,GET997
109545,GEU153
109897,GEU153 
109682,GEU178
112429,GEU253
111363,GEU323
112634,GEU329
110161,GEU337
110164,GEU338
104822,GEU356
99434,GEU499
109775,GEU536
109690,GEU689
110636,GEU692
111539,GEU864
87067,GEU897
109262,GEU899
111778,GEU939
110727,GEU977
112749,GEV 110
112234,GEV-110
109345,GEV016
104823,GEV076
111422,GEV110
112242,GEV200
111691,GEV203
110167,GEV204
110754,GEV209
112565,GEV217
111611,GEV246
78160,GFP784
79736,GFP805
97152,GFP824
111854,GFP838
107202,GFP839
86747,GFQ032
104914,GFQ037
111752,GFQ064
110169,GFQ080
87027,GFQ161
111425,GFQ176
110942,GFQ233
97692,GFQ283
98964,GFQ535
107048,GFQ634
109220,GHT32F
111552,GHU175
112195,GHU210
110196,GHU232
110367,GHU234
111831,GHU242
88852,GIL663
112661,GIP86D
110268,GIS30F
112382,GKC214
109178,GKI04E
109390,GKO825
110465,GKV344
104867,GKV358
103457,GKV359
110013,GKV360
110185,GKV361
105241,GKV397
110313,GKV398
83650,GKV491
99167,GLA847
106356,GLH336
97089,GLJ725
106348,GMU141
83769,GNI693
83489,GQT892
110963,GQT906
106879,GQT934
83242,GQU017
106134,GQU206
110334,GQU334
108971,GQU468
110409,GQU473
110014,GQU476
109043,GQU477
109746,GQU478
112782,GQU708
109124,GSM161
111533,GTT989
102264,GTW901
106537,GTW908
103118,GTX130
110676,GTX348
112776,gtx945
112577,GTY966
87182,GUD802
109853,GUE977
112867,GUQ326
109217,GUQ336
109161,GUQ337
111890,GUQ341
110737,GUQ345
110864,GUQ347
108034,GUQ363
98769,GUQ408
109664,GUQ408
88910,GUQ427
110049,GUQ552
106456,GUQ562
106461,GUQ572
86799,GUQ615
99351,GUQ873
106160,GUQ906
109191,GUQ929
110413,GUR071
112644,GUR072
110080,GUR113
99388,GUR124
110596,GUR137
109813,GUR158
110149,GUR335
109513,GUR355
109261,GUR382
103653,GUR475
109662,GUR595
99346,GUR669
111385,GUR675
110766,GUR875
111882,GUR912
98523,GUR959
98620,GUU003
112312,GUU059
111986,GUU064
110569,GUU109
111608,GUU109
99457,GUU112
102784,GUU224
109247,GUU519
106458,GUU586
100069,GUU635
106449,GUU705
109305,GUU949
109302,GUU951
111444,guu990
109096,GUU991
106468,guu992
109225,GUV066
109543,GUV072
104839,GUV134
102884,GUV170
111760,GUV229
109207,GUV237
109834,GUV259
109499,GUV284
109141,GVU995
99472,GVX788
109593,GVX891
106627,GVX918
103629,GWU115
100203,GWU118
106594,GWU118
99690,GWU121
106349,GWU121
106597,GWU121A
98747,GWU124
99892,GWU141
99812,GWU142
109016,GWU142E
106720,GWU172
106792,GWU194
99060,GYL007
111924,GYL077
70589,GYL079
105571,GYL081
109109,GYY947
97082,GZY464
110623,GZZ 338
87716,GZZ227
110303,GZZ241
112140,GZZ435
109283,GZZ436
87884,GZZ512
109474,GZZ528
109591,GZZ682
106473,GZZ702
109406,GZZ810
109400,GZZ949
110513,H
107087,HCB058
109587,HJI70E
109613,HJI70E
76557,HKA386
106788,HKD114
109520,HKD114
99145,HKJ772
73615,HSA482
110539,I
87012,IBX485
87242,IBX485
87576,IBX485
109291,IBX60A
110563,ICB732
86662,IDE641
111994,IDE641
109219,IMH68E
112414,IMR04F
109947,IMV54E
109588,IMZ79F
110605,IOZ36F
106865,ISJ192
109701,ITF189
99244,IWJ421
110021,IXE29F
99378,IYC401
110515,J
109328,JAE18E
109322,JAE19E
112564,JEU 313
99373,JGC635
110837,JHJ882
111636,JKU 270
106228,JKU094
110617,JKU188
109932,JKU221
112581,JKU286
112667,JKU286
111401,JKU316
112142,JKU331
110526,JKU400
109147,JKU405
110339,JKU463
112145,JKU641
112482,JKU793
109457,JKX392
112377,JKX407
110551,JKX463
111732,JKX481
109272,JKX516
112254,JKY734
112089,JKY735
112797,JKY738
112395,JKY742
110694,JLL181
111313,JLL199
104917,JLL237
110784,JLL242
111434,JLL439
111966,JLL440
109216,JOK63F
109227,JOU413
110770,JOU416
111314,JOU423
105752,JOU448
106972,JOU464
109565,JOU469
112691,JOU508
110272,JOU581
106796,JOU656
110170,JOU692
111573,JOU825
111970,JOU840
110364,JOU872
109702,JOU896
111718,jou922
110558,JOU923
111944,JOU925
111650,jou927
111987,jou928
111496,JOU932
112259,jou934
111807,JOV032
110213,JOV033
110728,JOV035
109745,JOV039
112642,JOV051
110729,JOV180
109498,JOV262
109749,JOV296
112274,JOV328
111605,JOV338
112722,JOV513
111664,JOV553
112467,JOV571
110482,JPO302
107203,JPO305
110879,JPP234
109308,JRK73E
112521,JRY978
112520,JRY979
112494,JRY987
112663,JRY988
112657,JRZ008
112662,JRZ018
112497,JRZ028
112665,JRZ038
112779,JUA122
76568,JUI061
82724,JUL909
109347,JWI44D
112659,JWV97C
109869,JWX93F
110217,JXB55D
112413,JXW93F
110516,K
105016,kao241
71507,KCA386
82870,KUK070
100170,KUK347
105063,KUK400
109930,KUK415
83498,KUK434
82259,KUK473
74985,KUK481
89085,KUK481
74331,KUK659
74132,KUK777
79873,KUK870
111392,KUK870
112321,KUK964
74684,KUK972
102084,KUL040
102801,KUL074
106263,KUL103
106508,KUL112
109381,KUL118
73622,KUL150
73621,KUL165
86940,KUL171
112433,KUL174
75702,KUL181
80921,KUL336
105647,KUL336
87401,KUL446
112754,KUL462
97230,KUL465
99017,KUL465
105186,KUL517
99080,KUL544
74992,KUL549
106932,KUL601
80056,KUL732
71405,KUL799
87319,KUL809
73689,KUL813
88568,KUL907
102274,KUL915
88359,KUL923
81606,KUL974
105413,KUL986
97960,KUL993
110296,KULL118
112446,KUM071
86876,KUM076
83615,KUM149
79226,KUM175
98847,KUM175
109811,KUM176
87168,KUM182
102275,KUM267
102276,KUM356
106666,KUM361
110562,KUM519
109055,KUM526
83428,KUM541
79112,KUM584
111773,KUM644
109517,KUM876
111954,KUM926
103295,KUM938
110508,KUN 418
112554,KUN057
87409,KUN106
73769,KUN210
97247,KUN232
111885,KUN288
71546,KUN346
100033,KUN418
106747,KUN418
112322,KUN453
112847,KUN551
73636,KUN615
112794,KUN657
112875,KUN657
87899,KUN804
112855,KUN853
109631,KUN904
110944,KUN988
105375,LAC317
102216,LAP614
107002,LAP813
110435,LGH14E
110626,LGH14E
97957,LHH669
105796,LHI883
105823,LHI902
99218,LIJ306
105111,LKJ678
104919,lkj890
73669,LLD094
106829,LLD094
105551,LLF157 
109215,LLG71C
75572,LLL123
110065,LME123
106460,LME334
106585,LTB247
109218,LUG69E
109281,LVC71E
99250,LWG163
110531,M
112658,MBR54F
110697,MID78F
99318,MLH150
99295,MLQ737
109519,MLS999
109888,MLS999 PAQUETEO
97639,MMJ174
97335,MNA409
112436,MOP12F
99287,MQA058
106477,MQD354
106598,MQF392
109325,MVD43E
87578,MXN13
110537,N
99169,NCJ857
97153,NDJ305
112215,NHRGEN
83279,NIGHT
106546,NMB325
103197,NNN123
109153,NOAPLICA
84127,NOE123
112472,NOT404
79341,ÑPP000
111475,NPR-GEN
109594,NRG92E
110543,O
111753,OAF671
71395,OAH544
104900,OAI362
110437,OF568Y
110634,OFR57L
109311,OFZ19D
70903,OIG254
109508,OIG96D
112310,OJF584
99325,OLB077
102862,OLD803
105294,OLD803
83605,OOO999
110744,OOP74B
87970,ORA179
88358,OZJ413
109626,PAN888
110415,PASAR A C22
112289,PBA123
83201,PCT345
99215,PKG840
110458,PLACAGENER
109176,PMD24E
109194,PML56E
105239,poi098
105014,POI567
104920,poi765
106172,POL123
105110,POR345
110930,PRU001
83198,PRX123
111680,PVN 21C
84100,PXJ471
110533,Q
109323,QCF84E
105177,QEN116
112690,QEZ735
111299,QFG363
105385,QFL693
74325,QGL703
109667,QGM20E
112825,QGO260
110841,QJB73E
103721,QQQ888
87698,QSD482
106997,qwe123
105674,QWE234
109214,QXN21E
112096,QZL06E
107209,RC2766
105517,RC368
110085,RC4312
110472,RC4839
111436,RC6784
82719,RCA000
106214,RCC204
106855,RCC204
112574,RCC204
111492,RCC205
110311,RCF204
109502,RDE313
111580,RDT56Y
110399,RDX-044
110712,RDX044
78849,REB637
110357,RETIRAN
105410,RFC728
105684,RFC729
112511,RG0001
105424,RIO000
106151,RIO0000
106183,RIO0001
112726,RIO321
75734,RNN000
97907,ROA256
87491,RRR222
87490,RRRQQQ
105310,rty123
111942,RUTA MUNDIAL
75034,RXN123
100145,RXN123
100150,RXN123
105227,RXN123
109208,RZJ23D
110532,S
75221,SAH062
81473,SAK011
106981,SAK110
75769,SAK147
98329,SAK210
106726,SAK243
71563,SAK250
81386,SAK352
110403,SAK469
102280,SAK470
104888,SAK520
102281,SAK530
109418,SAK530
74773,SAK600
99490,SAK787
107047,SAK794
112801,SAN123
105295,SAP206
80706,SAV243
73814,SAV244
84466,SAV255
98695,SAV330
105370,SAV378
75877,SAV386
79254,SAV502
111439,SAV705
112387,SAV733
44081,SAW062
109692,SAW105
71029,SAW168
76591,SAW200
97329,SAW542
105552,SAW570
76592,SAX287
110940,SAX322
106367,SAX362
100106,SAX506
112180,SAX520
110474,SAX606
99226,SBJ224
84456,SBJ381
109063,SBK270
71266,SBK458
112489,SBK537
110034,SBL030
87870,SBL043
109781,SBL043
78242,SBL263
111952,SBL427
70615,SBL448
80548,SBL452
111733,SBL483
89014,SBL536
110922,SBN191
109624,SBN199
109006,SBN202
110247,SBN208
111558,SBN226
98350,SBN285
111099,SBN289
110941,SBN347
106284,SBN381
111750,SBN383
110027,SBN440
109713,SBN462
112601,SBN504
102283,SBN521
76597,SBN526
112237,SBN570
110806,SBN605
106547,SBN606
111408,SBN646
87289,SBN770
111689,SBN809
110993,SBN844
111442,SBN849
105409,SBV009
86638,SBV029
103156,SBV071
111800,SBV075
97561,SBV118
112695,SBV161
100202,SBV208
97455,SBV209
106998,SBV213
98921,SBV223
111674,SBV225
110679,SBV262
72602,SBV267
112464,SBV301
106304,SBV415
109802,SBV416
100645,SBV437
112552,SBV455
110604,SCA056
82964,SCA345
109723,sck067
97665,SCK283
109700,SCN132
111582,SCT020
69976,SCX009
104861,SCX009
102284,SCY355
110650,SDK050
80353,SDK110
112228,SDL296
102151,SDL413
100299,SDL421
110288,SDL661
79253,SDL669
106147,SDL879
106216,SDL959
97396,SDN152
112525,sdn462
106462,SDO176
107179,SDO355
110905,SDP584
99117,SDP692
109703,SDP692
86889,SDQ340
98915,SDQ340
86786,SDQ917
98635,SDS040
106893,SDS040
76608,SDS097
109303,SDS151
88457,SDS153
83390,SDV027
87771,SDV027
97654,SDV027
102957,SDV027
104927,SDW303
83574,SEBAS1
110430,SEK934
110333,SEL023
98085,SET095
103722,SET139
102160,SET186
83584,SET198
106301,SET229
112157,SET229
82641,SET231
83820,SET258
106825,SET297
84444,SET322
86909,SET333
102818,SET425
105717,SET425
105450,SET453
102147,SET535
103612,SEY018
70714,SEY032
103606,SEY038
74535,SEY066
100333,SEY066
47893,SEY071
80797,SEY102
98655,SEY242
98517,SEY247
111645,SEY308
76009,SEY319
76610,SFL782
81507,SFS434
71065,SFT234
70728,SFT988
99078,SFU289
97735,SFU577
97736,SFU577
83220,SFU842
104990,SFW399
109088,SFW399
88272,SFW912
98662,SFX779
105332,SGF367
82924,SGG523
106671,SGL279
112529,SGL839
97690,SGO410
97702,SHA123
99431,SIA422
109779,SII576
82129,SIJ078
107170,SIM713
110674,SIN503
109348,SIN57E
110125,SIP209
112366,SIP209
105795,SIP891
79614,SIQ171
76618,SIS904
110036,SIT076
79311,SIT319
87638,SJK148
106777,SJK156
97999,SJK188
110469,SJK197
97583,SJK208
111804,SJK213
107095,SJK219
104922,SJK222
106266,SJK234
112160,SJK235
48101,SJK247
100210,SJK250
98777,SJK268
111458,SJK453
106817,SJK958
109360,SJL 241
106523,SJL241
103255,SJP673
109468,SJP724
88206,SJP738
97732,SJP935
106724,SJP935
109501,SJQ003
110059,SJQ006
98851,SJQ007
46353,SJQ011
83646,SJQ059
100239,SJQ074
76622,SJQ114
106321,SJQ114
99102,SJQ146
76626,SJQ194
76628,SJQ197
76630,SJQ202
76631,SJQ204
83611,SJQ209
106866,SJQ213
98367,SJQ237
71283,SJQ258
110269,SJQ260
98210,SJQ635
99572,SJQ635
100335,SJQ635
105382,SJQ643
99556,SJQ645
105740,SJQ677
112316,SJQ702
103702,SJR427
109244,SJS974
105123,SJS992
112114,SJT565
71238,SJU732
111556,SJU973
99208,SKA612
112604,SKE683
97700,SKE803
86800,SKE959
88740,SKE959
105415,SKE961
110711,SKE962
45876,SKE976
88085,SKE976
98984,SKE988
99168,SKE997
76635,SKF005
98577,SKF031
97812,SKF071
78128,SKF179
86816,SKF181
112004,SKF219
110731,SKF307
109454,SKF310
88243,SKF315
109720,SKF376
88672,SKF382
109107,SKF387
79012,SKF404
76639,SKF458
99321,SKF584
111405,SKF598
76640,SKF631
97386,SKF795
47500,SKF892
98995,SKF892
102215,SKF907
76643,SKF974
100274,SKG129
84497,SKG144
76644,SKG235
102988,SKG235
112380,SKG250
99228,SKG276
106286,SKG430
82034,SKG448
105790,SKG500
88244,SKG600
76645,SKH039
106912,SKH046
102288,SKH089
111623,SKH152
74371,SKH245
106962,SKH286
81806,SKH297
110978,SKH305
45562,SKH330
87585,SKH333
79884,SKH669
106479,SKH740
112197,SKH862
105592,SKH952
76649,SKH979
76650,SKH992
99405,SKI160
111857,SKI198
76651,SKI298
109665,SKI317
99277,SKI494
106225,SKI545
111619,SKI567
97444,SKI725
80030,SKK257
80319,SKK489
106489,SKK776
110640,SKK777
107058,SKK808
98286,SKK813
112582,SKK895
84119,SKL021
109146,SKL132
111424,SKL154
106985,SKL245
76292,SKL285
98459,SKL319
112786,SKL425
87908,SKL435
103634,SKL443
111463,SKL449
102092,SKL451
102094,SKL452
105671,SKL455
106959,SKL911
88868,SKM472
75611,SKM541
111548,SKM592
74489,SKM610
109658,SKM629
76661,SKM639
99320,SKM741
45479,SKM788
105028,SKM788
87520,SKM886
106272,SKN096
107206,SKN100
79118,SKN236
112597,SKN236
83289,SKN244
103686,SKN323
97336,SKN343
110965,SKN344
76668,SKN442
83510,SKN442
97512,SKN505
106325,SKN616
103585,SKN624
46738,SKN625
103162,SKN625
109674,SKN625
79212,SKN626
98368,SKN724
98775,SKN774
76671,SKN790
112389,SKN810
45593,SKN981
76672,SKO011
86956,SKO175
106491,SKO204
97691,SKO456
46414,SKO472
74358,SKO489
109936,SKO494
103132,SKO515
112232,SKO521
111351,SKO525
45576,SKO564
102856,SKO568
111651,SKO580
74952,SKO587
104356,SKO587
100055,SKO603
76675,SKO637
105560,SKO637
46407,SKO670
112388,SKO690
76677,SKO720
105010,SKO748
45772,SKO778
97380,SKO778
99501,SKO778
102120,SKO794
84501,SKO812
98999,SKO837
111327,SKO851
112680,SKO851
46716,SKO963
99210,SKP027
45697,SKP178
112159,SKP200
81281,SKP208
109866,SKP303
110302,SKP386
112266,SKR239
111642,SKR296
106265,SKR317
111502,SKR418
84008,SKR454
110758,SKR457
97683,SKR464
76681,SKV010
112047,SKV013
76682,SKV022
102947,SKV022
76683,SKV029
76684,SKV052
104850,SKV052
108072,SKV114
109213,SKV114
70603,SKV204
102083,SKV204
110900,SKV238
111387,SKV315
109369,SKV351
110070,SKV351
45975,SKV372
83076,SKV372
98771,SKV376
47326,SKV573
99549,SKV573
112666,SKV573
110052,SKV587
112498,SKV600
110072,SKV629
76163,SKV631
84174,SKV668
87165,SKV689
98558,SKV718
88920,SKV833
88921,SKV834
109223,SKX004
99059,SKX066
99231,SKX127
88869,SKX341
103560,SKX343
106217,SKX571
45768,SKX579
110831,SKX582
111683,SKX838
88386,SKX915
112589,SKY143
109224,SKY155
46604,SKY296
104994,SKY356
71530,SKY390
86969,SKY462
87449,SKY658
106480,SKY751
110791,sky867
97460,SKY930
45552,SKY944
88657,SKZ005
111343,SKZ012
103529,SKZ192
98681,SKZ193
76699,SKZ379
112516,SKZ379
108068,SKZ534
47832,SKZ663
97986,SKZ688
110142,SKZ706
109547,SKZ805
103638,SKZ826
105502,SKZ854
105205,SKZ871
106137,SKZ871
110771,SKZ920
76704,SKZ938
74056,SLE420
97225,SLE496
98772,SLE740
103225,SLF530
111616,SLG022
83383,SLG034
105756,SLG062
111834,SLG131
87187,SLG140
74910,SLG491
112067,SLG510
105156,SLG530
105254,SLG530
109315,SLG830
82232,SLG921
46632,SLH113
106709,SLH336
109339,SLH373
100341,SLH462
106539,SLH524
99635,SLH583
109266,SLH752
99288,SLH849
75113,SLI420
74728,SLI430
75054,SLI476
99363,SLI564
110365,SLI591
99241,SLI640
76710,SLI841
112669,SLI881
102781,SLI911
99270,SLJ684
112871,SLJ698
106769,SLP086
109206,SLP087
105296,SLP109
109833,SLP109
112143,SLP193
99120,SLP260
109913,SLP326
70914,SLP367
107220,SLV172
107007,SLV239
112273,SMA060
106516,SMA275
106710,SMA366
100267,SMA399
109111,SMA399
105553,SMA429
84435,SMA440
87825,SMA444
86748,SMA488
103678,SMA537
106571,SMA641
112762,SMA852
89092,SMA867
102966,SMA925
76717,SMB051
110245,SMB062
97888,SMB063
76720,SMB100
106182,SMB208
107101,SMB233
103318,SMB264
88036,SMB693
89067,SMB842
106994,SMB931
106192,SMB974
102891,SMD125
110084,SMD353
111400,SMD613
105625,SMD649
88614,SMD670
99427,SMD801
99719,SMD838
98321,SMD857
97381,SMD925
110203,SMD927
112848,SMF022
98291,SMG032
79041,SMG052
97539,SMG547
110270,SMG547
110954,SMG565
110298,SMG744
102508,SMG772
110140,SMG876
102512,SMH244
109705,SMH318
46015,SMH807
97664,SMH958
98839,SMH960
105299,SMH986
105546,SMI033
106257,SMI033
84430,SMI134
102161,SMI148
102162,SMI149
81685,SMI151
106870,SMI167
102164,SMI391
102166,SMI400
102167,SMI447
102168,SMI448
81933,SMI467
109231,SMI473
102197,SMI481
107210,SMI921
74421,SMJ050
109716,SMK017
109461,SMK106
110398,SMK116
73905,SMK145
76014,SMK199
111719,SMK281
110369,SMK373
76726,SMK392
112440,SMK415
105594,SMK420
97442,SMK437
76727,SMK453
83663,SMK494
110817,SMK683
76728,SMK810
76729,SMK816
110412,SMK919
74381,SMK940
88263,SML605
97984,SML631
46040,SML635
47841,SML670
47540,SML673
105495,SML676
97633,SML686
109024,SML686
98357,SML810
98540,SML820
112492,SML823
88355,SML826
112775,SML827
45469,SML836
80995,SML850
112713,SML857
45955,SML869
46259,SML873
97206,SML873
45649,SML878
111992,SML878
47978,SML903
99013,SML903
106139,SML905
106557,SML914
102289,SML916
74559,SML957
106315,SMM433
87470,SMM678
45851,SMN047
106344,SMN047
102876,SMN077
109144,SMN150
71374,SMN527
106989,SMN677
112026,SMO091
102539,SMO314
102546,SMO323
102547,SMO324
109948,SMO824
106601,SMO940
112656,SMO992
110368,SMP148
88984,SMP282
102291,SMP347
107035,SMP481
76730,SMP619
71250,SMR450
105606,SMR551
104826,SMR567
106488,SMR635
88123,SMR689
109938,SMR871
84478,SMR904
109239,SMR979
111557,SMT405
109280,SMT861
105191,SMW115
110327,SMW198
109512,SMW209
106939,SMW322
109515,SMW435
98518,SMW514
99392,SMW546
106656,SMW598
105817,SMW983
112473,SMX550
99438,SMX862
98782,SMX889
112528,SMY354
106455,SMZ452
99879,SNA003
110805,SNA241
110564,SNA267
87862,SNA626
76737,SNA777
111517,SNA777
78654,SNA847
71419,SNA849
111839,SNA915
